title,description,Pattern Type,Difficulty,Sizes Included,Yarn Weight,Yarn Line,Yardage,Fiber Type,Needle / Hook Sizes,image_url,local_path,pattern_link
Sweet Friends Blanketby Amy Polcyn Niezur,"Cute animals play on this easy baby blanket. Simple motifs worked in single crochet with popcorn stitches are easy enough for a beginner, and the squares are worked individually to make it a great take-along project.",Crochet,Easy,"24"" Wide x 36"" Long",Sport,,1968,Wool,US G/6 (4.0mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56369220.jpg~w=1000,h=1000,v=1",../data/images\Sweet_Friends_Blanketby_Amy_Polcyn_Niezur.jpg,https://www.crochet.com/sweet-friends-blanket/p/56369
Sweet Pea Bonnetby Jill Wright,"A classic shaped bonnet in a simple, lightly textured stitch pattern, featuring ribbed edgings and foundation single crochet ties. This Sweet Pea Bonnet is worked from the crown in rounds of single crochet, blending to a simple textured stitch pattern.",,Easy,"3mo (12.5"" circumference x 10"" depth), 6mo (13"" circumference x 10.5"" depth), 9mo (13.5"" circumference x 11"" depth, 12mo (14"" circumference  x 11.5"" depth)",Sport,,328,Wool,F/5 (3.75mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56341220.jpg~w=1000,h=1000,v=1",../data/images\Sweet_Pea_Bonnetby_Jill_Wright.jpg,https://www.crochet.com/sweet-pea-bonnet/p/56341
Sweet Pea Bootiesby Jill Wright,"A classic shaped bootie in a lightly textured stitch pattern, featuring a ribbed cuff and ties-so they actually have a chance of staying on those cute, wiggly baby feet. These Sweet Pea Booties are worked with a flat sole in the round in SC, then continued to the height of the foot in the Textured Stitch Pattern. The upper is worked flat from toe to ankle and joined as you go. The rib is worked in the round and then folded inside and sewn down around a chain tie.",,Easy,"3mo (3"" length x 1.75"" wide x 2.25"" tall), 6mo (3.25"" length x 1.75"" wide x 2.25"" tall), 9mo (3.5"" length x 1.75"" wide x 2.25"" tall), 12mo (3.75 length x 1.75"" wide x 2.25"" tall)",Sport,,328,Wool,F/5 (3.75mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56340220.jpg~w=1000,h=1000,v=1",../data/images\Sweet_Pea_Bootiesby_Jill_Wright.jpg,https://www.crochet.com/sweet-pea-booties/p/56340
Swirly Blanketby Iassia Kryvonos,"This playful, fuzzy bicolor swirl framed into a granny square offers endless opportunities for combining colors and sizing. The chunky yarn with contrasting fur spirals is super quick to make and ideal for snuggling up near the fireplace on chilly winter nights. Mix holiday colors for a festive mood or stick to a classical neutral combo for striking modern décor, and assemble a custom blanket to your liking. Quick and easy, this blanket will make a perfect gift.",Crochet,Intermediate,"Lapghan: 33"" wide x 44"" long, Throw: 44"" wide x 55"" long, Blanket: 55"" wide x 77"" long",Super Bulky,,966-2074,,US P/16 (11.5mm) Crochet hook and US N/15 (10.0mm) Crochet hook for joining and optional edging,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n5063.jpg~w=1000,h=1000,v=1",../data/images\Swirly_Blanketby_Iassia_Kryvonos.jpg,https://www.crochet.com/swirly-blanket/p/N5063
Take A Twist Headbandby 10 Hours or Less,"Fashion takes a fun turn with this pert and perky headband! Composed entirely of single crochet, the easy one–row pattern is perfect for newbies. A bit of yarn and a bit of time is all it takes. Headband is worked vertically in rows in one piece from center back to center back. After giving fabric a half–twist, the short edges are then sewn together to join. Due to nature of pattern, headband is entirely reversible. Sizes included: 17 (18, 19, 20, 21)” circumference × 3.5” height; meant to be worn with 2” negative ease around head",Crochet,Beginner,"All Sizes - Bright, All Sizes - Neutral",Worsted,,218,Acrylic,US G/6 (4mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n7763.jpg~w=1000,h=1000,v=1",../data/images\Take_A_Twist_Headbandby_10_Hours_or_Less.jpg,https://www.crochet.com/take-a-twist-headband/p/N7763
Tapestry Zipper Pouchby Sara Dudek,"This colorful patterned zipper pouch is perfect for holding crochet hooks, project notions, or a small amount of makeup. Customize it in whatever color palette you like! This simple zipper pouch is worked in the round from the base up. Use tapestry crochet to liven up the pouch and bring it some colorful excitement. Change colors by working to the final yarn over, switch to the new color to complete the final yarn over and pull through. Use the tapestry chart as your guide.",Crochet,Intermediate,"8"" x 5.5""",Worsted,,570,Cotton,Size G (4.00mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58065220.jpg~w=1000,h=1000,v=1",../data/images\Tapestry_Zipper_Pouchby_Sara_Dudek.jpg,https://www.crochet.com/tapestry-zipper-pouch/p/58065
Tasseled Cat Bedby Kristen Clay,"A simple, densely-woven texture makes this cat bed the perfect stylish addition to your decor. Optional tassels can be made in contrasting yarn to add a decorative touch to the front. The project uses only a few of the most basic crochet stitches and is worked in the round without joining, starting at the center bottom. A simple variation of the same stitch creates the woven look on the sides, which can be stitched higher if you prefer taller walls.",Crochet,Intermediate,"12"" diameter x 5"" tall",Bulky,,274,Wool,US H/8 (5.00mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58025220.jpg~w=1000,h=1000,v=1",../data/images\Tasseled_Cat_Bedby_Kristen_Clay.jpg,https://www.crochet.com/tasseled-cat-bed/p/58025
Teal Swirl Dishclothby Heidi Wells,"This granny square pattern is the perfect quick and easy dishcloth. Using only double crochet, it's easy to memorize and is great for a beginner crocheter. The best part? The transitioning color stripes are easy to customize to your kitchen's color scheme! The color used in the sample is no longer available; we have made a similar color suggestion in the Kit Builder.",Crochet,Beginner,"10.5"" x 10""",Worsted,,100,Cotton,Size J-10 (6.0mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55563220.jpg~w=1000,h=1000,v=1",../data/images\Teal_Swirl_Dishclothby_Heidi_Wells.jpg,https://www.crochet.com/teal-swirl-dishcloth/p/55563
Tempo Tunicby WeCrochet Design Team,"Perfect for any season, this luxurious openwork pullover is sure to become a wardrobe staple. Three-quarter length sleeves and a flattering tunic length give it a contemporary on-trend look. This design is stitched in four pieces and seamed. Its body features a 10-row sampler stitch pattern using basic crochet techniques, offering stitchers lots of fun and variety. The sleeves are solid half-double crochet stitches with just the right amount of lace on the cuffs. Yarn used in the sample is no longer available. We have made substitution suggestions in the Kit Builder.",Crochet,Intermediate,"39"" finished chest measurement, 42"" finished chest measurement, 45"" finished chest measurement, 47.5"" finished chest measurement, 50"" finished chest measurement, 54""  finished chest measurement",DK,,1353-2337,Alpaca,"G/4.25mm, 4.5mm crochet hook","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58228220.jpg~w=1000,h=1000,v=1",../data/images\Tempo_Tunicby_WeCrochet_Design_Team.jpg,https://www.crochet.com/tempo-tunic/p/58228
Textured Comb Dishclothby Tian Connaughton,This dishcloth uses a textured honeycomb inspired stitch pattern to create a pretty and effective piece to use in the kitchen.,Crochet,Intermediate,"8.5"" x 9""",DK,,123,Cotton,Size F/5 (3.75mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56039220.jpg~w=1000,h=1000,v=1",../data/images\Textured_Comb_Dishclothby_Tian_Connaughton.jpg,https://www.crochet.com/textured-comb-dishcloth/p/56039
The Cottony One  Hat Glove  and Cowl Setby Lion Brand,"Yarn requirements to stitch entire set: Hat, Gloves, and Cowl Primrose Hill 1 ball (A) Marvellous Mushroom 2 balls (B) Lychee White 1 ball (C) To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Intermediate,"Hat - About 19.5"", finished circumference , Gloves - About 8 "" finished Hand circumference , Cowl - About 30"" finished circumference",Worsted,,375,Cotton,Crochet hook size H-8 (5 mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n5314.jpg~w=1000,h=1000,v=1",../data/images\The_Cottony_One__Hat_Glove__and_Cowl_Setby_Lion_Brand.jpg,https://www.crochet.com/the-cottony-one-hat-glove-and-cowl-set/p/N5314
The Jerrica Dishclothby Edited by Knit Picks Staff,This truly outrageous dishcloth uses simple single crochet throughout and a small amount of embroidery for a quick and fabulous project. You'll feel like a superstar every time you wash the dishes!,Crochet,Easy,"7"" square",Sport,,150,Cotton,Size F/5 (3.75mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55599220.jpg~w=1000,h=1000,v=1",../data/images\The_Jerrica_Dishclothby_Edited_by_Knit_Picks_Staff.jpg,https://www.crochet.com/the-jerrica-dishcloth/p/55599
The Sun’s Out! Dishclothby Jennifer Pionk,"Keep your kitchen in permanent sunshine with this sweet dishcloth! The center of the sun is worked in continuous rounds to keep from having an unsightly seam. Lastly, the flames are added for a final touch!",,Intermediate,"7.5"" diameter",Worsted,,95,Cotton,Size H/8 (5mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56003220.jpg~w=1000,h=1000,v=1",../data/images\The_Suns_Out_Dishclothby_Jennifer_Pionk.jpg,https://www.crochet.com/the-sun-s-out-dishcloth/p/56003
Three Wishes Cowl Necklaceby WeCrochet Design Team,"This braided cowl necklace is a gorgeous, quick, and easy make. It is crocheted using super bulky yarn to make it cozy on those cold winter days. The Three Wishes Cowl Necklace is made by crocheting three separate strands, which are then braided into shape. The ends of the braid are then joined together to complete the cowl. The yarn used in the sample is no longer available on the WeCrochet website. We have made some substitution suggestions in the Kit Builder below.",,Intermediate,"3.5"" x 21"" circumference","Bulky, Worsted",,110,Wool,Sizes J/10 (6.0mm) & L/11 (8.0mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58146220.jpg~w=1000,h=1000,v=1",../data/images\Three_Wishes_Cowl_Necklaceby_WeCrochet_Design_Team.jpg,https://www.crochet.com/three-wishes-cowl-necklace/p/58146
Throw (Crochet)by Lion Brand,"The Throw is a crochet throw pattern  made with jumbo weight yarn that has a skill level of easy. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,"Beginner, Easy","Approx 37"" x 41""",Jumbo,,234,Acrylic,Crochet hook U-50 (25 mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n3747.jpg~w=1000,h=1000,v=1",../data/images\Throw_Crochetby_Lion_Brand.jpg,https://www.crochet.com/throw-crochet/p/N3747
Tickled Pink Slippersby Emily Christine,"These Fable Fur Tickled Pink Slippers are a staple piece for any at-home spa! Cozy and comfortable, these plush slippers make the morning routine more pleasant. Quickly crocheted in the round, a simple stitch criss-cross accent over the top of the foot is both comfortable and keeps the slippers in place. Easily attach a WeCrochet Suede Slipper Bottoms for improved the grip and sturdiness.",Crochet,Intermediate,"11"" Long x 4.5"" Wide","Bulky, Super Bulky",,207,Acrylic,7.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55078220.jpg~w=1000,h=1000,v=1",../data/images\Tickled_Pink_Slippersby_Emily_Christine.jpg,https://www.crochet.com/tickled-pink-slippers/p/55078
Tidal Mini Backpackby Nicole Chase,"Keep everything you need for a day at the beach inside the Tidal Mini Backpack. The subtle texture of this bag gives an upscale look to this functional piece. The Tidal Mini Backpack is worked first with a rectangle base, followed by rounds of simple stitches that create a nice texture. Flap is worked continuously with sewing only required for attaching the straps.",,Intermediate,"9"" x 3.5"" x 13""",Lace,,885,Cotton,E/3.5mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58240220.jpg~w=1000,h=1000,v=1",../data/images\Tidal_Mini_Backpackby_Nicole_Chase.jpg,https://www.crochet.com/tidal-mini-backpack/p/58240
Tidepool Basket Setby Leshia Tweddle,"Beautiful and useful this basket set is a great gift. The baskets are worked in the round in single crochet tapestry with two colors for pattern. An inner liner provides extra support on bottom and sides and is hidden by an inner crocheted layer in a third color. Samples used 3 balls of C1 & CC3, and 1 ball of C2 to make both baskets.",Crochet,Intermediate,"Small Basket: 7"" Diameter x 5"" High, Large Basket: 9"" Diameter x 6"" High",Worsted,,450-880,Cotton,G/6 (4.0-4.25mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56361220.jpg~w=1000,h=1000,v=1",../data/images\Tidepool_Basket_Setby_Leshia_Tweddle.jpg,https://www.crochet.com/tidepool-basket-set/p/56361
Tidings Holiday Ornament Setby Amber Bliss Caldéron,"Inspired by pixel art, simplicity, cozy feelings, and happy memories, these holiday designs add a hint of modernity and uniqueness to the timeless themes of winter celebrations.",Crochet,Easy,"3.5"" x 2.5"" individual ornament",Lace,,1180,Cotton,Size 4/0 (2.5mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58274220.jpg~w=1000,h=1000,v=1",../data/images\Tidings_Holiday_Ornament_Setby_Amber_Bliss_Caldéron.jpg,https://www.crochet.com/tidings-holiday-ornament-set/p/58274
Times Square C2C Cardiganby Liz Salazar,"With a sophisticated style and color palette, the Times Square C2C Cardigan is inspired by the fast-paced, geometric vibe of Manhattan living. With its bold colors and contemporary motif, this comfy and versatile sweater proves that Corner to Corner (C2C) crochet is not just for blankets! This cardigan is worked with Corner to Corner technique, with Back and Fronts worked separately. Edging is worked directly onto panels to achieve simple armhole and neck shaping. Sleeves are worked separately from bottom up. Single Crochet border is added at the end. Note: Original color is no longer available and we have made a suggestion of a comparable color in the Choose Colors section, but it will not be an exact match to the sample shown in the image.",Crochet,Intermediate,"36.75"" finished chest measurement, 39.75"" finished chest measurement, 42.75"" finished chest measurement, 48.5"" finished chest measurement, 51"" finished chest measurement, 56.75"" finished chest measurement, 59.75"" finished chest measurement, 62.5"" finished chest measurement",Worsted,,1980-2772,Wool,Size G/6 (4.00mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58103220.jpg~w=1000,h=1000,v=1",../data/images\Times_Square_C2C_Cardiganby_Liz_Salazar.jpg,https://www.crochet.com/times-square-c2c-cardigan/p/58103
